证券代码,证券简称,基金成立日
012533.OF,嘉实价值驱动一年持有A,2021-07-27
012534.OF,嘉实价值驱动一年持有C,2021-07-27
012541.OF,金鹰产业升级A,2021-07-19
012542.OF,金鹰产业升级C,2021-07-19
012545.OF,富荣福银A,2021-06-18
012546.OF,富荣福银C,2021-06-18
012556.OF,长盛景气优选,2021-12-08
012557.OF,中欧景气前瞻一年持有A,2021-08-13
012558.OF,中欧景气前瞻一年持有C,2021-08-13
012568.OF,天弘高端制造A,2021-07-14
012569.OF,天弘高端制造C,2021-07-14
012578.OF,富国红利A,2021-12-21
012579.OF,富国红利C,2021-12-21
012582.OF,交银品质增长一年持有A,2021-07-23
012583.OF,交银品质增长一年持有C,2021-07-23
012586.OF,南方港股创新视野一年持有A,2021-12-28
012587.OF,南方港股创新视野一年持有C,2021-12-28
012588.OF,南方港股通优势企业A,2021-07-21
012589.OF,南方港股通优势企业C,2021-07-21
012608.OF,信澳领先智选,2021-06-30
012613.OF,创金合信产业智选A,2021-07-28
012614.OF,创金合信产业智选C,2021-07-28
012616.OF,嘉实优化红利C,2021-07-26
012617.OF,东吴新经济C,2021-06-09
012621.OF,诺安先锋C,2021-06-15
012640.OF,鹏华稳健鸿利一年持有A,2021-08-25
012641.OF,鹏华稳健鸿利一年持有C,2021-08-25
012647.OF,中欧洞见一年持有,2021-10-25
012650.OF,博时半导体主题A,2021-07-20
012651.OF,博时半导体主题C,2021-07-20
012669.OF,南方新兴产业A,2022-02-18
012670.OF,南方新兴产业C,2022-02-18
012671.OF,嘉实核心蓝筹A,2021-07-23
012672.OF,嘉实核心蓝筹C,2021-07-23
012688.OF,长安成长优选A,2021-08-12
012689.OF,长安成长优选C,2021-08-12
012690.OF,广发消费领先A,2021-08-24
012691.OF,广发消费领先C,2021-08-24
012703.OF,华夏核心成长A,2021-12-03
012706.OF,中银核心精选A,2021-12-28
012707.OF,中银核心精选C,2021-12-28
012710.OF,华夏核心成长C,2021-12-03
012715.OF,长盛成长价值C,2021-07-08
012719.OF,华夏新兴经济一年持有A,2021-07-27
012720.OF,华夏新兴经济一年持有C,2021-07-27
012744.OF,光大保德信品质生活A,2021-07-19
012748.OF,华泰柏瑞远见智选A,2021-07-27
012749.OF,华泰柏瑞远见智选C,2021-07-27
012758.OF,光大保德信品质生活C,2021-07-19
012765.OF,广发大盘价值A,2021-12-07
012766.OF,广发大盘价值C,2021-12-07
012767.OF,财通资管价值发现C,2021-07-21
012770.OF,光大保德信创新生活,2021-11-09
012778.OF,中欧养老产业C,2021-06-30
012779.OF,博时移动互联主题A,2021-09-29
012780.OF,博时移动互联主题C,2021-09-29
012785.OF,鹏华品质精选A,2021-09-28
012786.OF,鹏华品质精选C,2021-09-28
012793.OF,长城科创板两年定开C,2021-09-01
012799.OF,华宝绿色主题C,2021-06-25
012816.OF,国泰致和两年封闭A,2022-01-21
012817.OF,国泰致和两年封闭C,2022-01-21
012820.OF,汇添富价值领先,2021-08-17
012839.OF,东方红智华三年持有A,2021-08-18
012840.OF,东方红智华三年持有C,2021-08-18
012844.OF,工银恒兴6个月持有A,2021-08-17
012845.OF,工银恒兴6个月持有C,2021-08-17
012846.OF,恒越蓝筹精选,2021-08-17
012848.OF,大成悦享生活A,2021-12-10
012849.OF,大成悦享生活C,2021-12-10
012850.OF,中融低碳经济3个月持有A,2021-08-03
012851.OF,中融低碳经济3个月持有C,2021-08-03
012852.OF,嘉实远见先锋一年持有A,2021-08-31
012853.OF,嘉实远见先锋一年持有C,2021-08-31
012876.OF,富荣福耀A,2021-12-27
012877.OF,富荣福耀C,2021-12-27
012878.OF,中信建投量化精选6个月持有A,2021-07-27
012879.OF,中信建投量化精选6个月持有C,2021-07-27
012880.OF,国泰景气优选A,2021-11-09
012881.OF,国泰景气优选C,2021-11-09
012888.OF,工银兴瑞一年持有A,2021-09-15
012889.OF,工银兴瑞一年持有C,2021-09-15
012892.OF,安信优质企业三年持有A,2021-11-09
012893.OF,安信优质企业三年持有C,2021-11-09
012904.OF,上投摩根鑫睿优选一年持有,2022-03-01
012913.OF,方正富邦趋势领航A,2021-09-23
012914.OF,方正富邦趋势领航C,2021-09-23
012917.OF,平安优势领航1年持有A,2021-08-24
012918.OF,平安优势领航1年持有C,2021-08-24
012967.OF,广发行业严选三年持有A,2021-08-26
012968.OF,广发行业严选三年持有C,2021-08-26
012971.OF,东吴消费成长A,2021-09-14
012972.OF,东吴消费成长C,2021-09-14
012975.OF,西部利得碳中和发起A,2021-08-09
012976.OF,西部利得碳中和发起C,2021-08-09
012977.OF,瑞达鑫红量化6个月持有A,2021-07-14
012978.OF,瑞达鑫红量化6个月持有C,2021-07-14
012981.OF,华夏创新医药龙头A,2021-10-11
012982.OF,华夏创新医药龙头C,2021-10-11
012985.OF,平安优势回报1年持有期A,2021-08-24
012986.OF,平安优势回报1年持有期C,2021-08-24
012987.OF,嘉合锦明A,2021-09-01
012988.OF,嘉合锦明C,2021-09-01
012993.OF,汇添富品牌力一年持有A,2022-03-01
012994.OF,汇添富品牌力一年持有C,2022-03-01
012995.OF,嘉实策略视野三年持有期,2021-12-28
013000.OF,广发盛泽一年持有期A,2022-03-29
013001.OF,广发盛泽一年持有期C,2022-03-29
013006.OF,上投摩根景气甄选A,2021-08-31
013007.OF,上投摩根景气甄选C,2021-08-31
013009.OF,万家港股通精选A,2022-01-05
013010.OF,万家港股通精选C,2022-01-05
013021.OF,建信兴润一年持有,2021-08-24
013023.OF,平安均衡优选1年持有A,2021-09-24
013024.OF,平安均衡优选1年持有C,2021-09-24
013026.OF,银河量化价值C,2021-07-26
013027.OF,银华富久食品饮料精选C,2021-09-03
013028.OF,恒越品质生活,2021-08-31
013037.OF,长城大健康A,2021-12-21
013038.OF,长城大健康C,2021-12-21
013044.OF,富国国家安全主题C,2021-07-16
013045.OF,富国内需增长C,2021-07-16
013046.OF,富国产业升级C,2021-07-16
013047.OF,富国品质生活C,2021-07-16
013051.OF,汇泉臻心致远A,2021-11-02
013052.OF,汇泉臻心致远C,2021-11-02
013055.OF,嘉实策略机遇A,2021-09-08
013056.OF,嘉实策略机遇C,2021-09-08
013067.OF,富安达中小盘六个月持有,2021-09-08
013072.OF,泰信医疗服务A,2021-12-29
013073.OF,泰信医疗服务C,2021-12-29
013078.OF,方正富邦策略轮动A,2021-11-12
013079.OF,方正富邦策略轮动C,2021-11-12
013085.OF,申万菱信乐同A,2021-09-06
013086.OF,申万菱信乐同C,2021-09-06
013091.OF,上投摩根均衡优选A,2021-09-27
013092.OF,上投摩根均衡优选C,2021-09-27
013095.OF,安信远见成长A,2022-03-08
013096.OF,安信远见成长C,2022-03-08
013103.OF,博时新能源主题A,2021-08-24
013104.OF,博时新能源主题C,2021-08-24
013107.OF,华夏先进制造龙头A,2021-11-16
013108.OF,华夏先进制造龙头C,2021-11-16
013109.OF,华夏优势价值一年持有A,2022-03-04
013110.OF,华夏优势价值一年持有C,2022-03-04
013123.OF,汇添富精选核心优势一年持有A,2021-09-07
013124.OF,汇添富精选核心优势一年持有C,2021-09-07
013137.OF,上投摩根动力精选C,2021-07-30
013141.OF,中信保诚弘远A,2021-08-31
013145.OF,浙商汇金先进制造,2021-08-16
013147.OF,汇添富碳中和主题A,2021-09-14
013148.OF,汇添富碳中和主题C,2021-09-14
013160.OF,创金合信碳中和A,2021-09-22
013161.OF,创金合信碳中和C,2021-09-22
013166.OF,东兴宸祥量化A,2022-01-28
013167.OF,东兴宸祥量化C,2022-01-28
013173.OF,红土创新科技创新3个月定开C,2021-12-03
013175.OF,海富通碳中和主题A,2021-09-24
013176.OF,海富通碳中和主题C,2021-09-24
013181.OF,安信港股通精选A,2022-04-19
013182.OF,安信港股通精选C,2022-04-19
013209.OF,金鹰大视野A,2021-08-25
013210.OF,金鹰大视野C,2021-08-25
013220.OF,中欧新兴价值一年持有A,2021-09-06
013221.OF,中欧新兴价值一年持有C,2021-09-06
013238.OF,财通均衡优选一年持有A,2021-11-24
013239.OF,财通均衡优选一年持有C,2021-11-24
013247.OF,交银瑞卓三年持有,2021-09-24
013250.OF,红土创新智能制造,2021-09-08
013269.OF,交银瑞和三年持有,2022-03-02
013270.OF,前海开源聚利一年持有A,2021-10-26
013271.OF,前海开源聚利一年持有C,2021-10-26
013274.OF,长城优化升级C,2021-08-11
013289.OF,工银食品饮料行业A,2021-10-22
013290.OF,工银食品饮料行业C,2021-10-22
013293.OF,长城健康消费,2021-11-25
013294.OF,东方红智选三年持有A,2021-11-03
013295.OF,东方红智选三年持有C,2021-11-03
013296.OF,民生加银聚优精选,2021-10-14
013312.OF,工银主题策略C,2021-08-23
013323.OF,国寿安保盛泽三年持有A,2022-01-18
013324.OF,国寿安保盛泽三年持有C,2022-01-18
013326.OF,万家景气驱动A,2022-01-26
013327.OF,万家景气驱动C,2022-01-26
013334.OF,鹏华价值远航6个月持有A,2022-02-22
013335.OF,鹏华价值远航6个月持有C,2022-02-22
013341.OF,工银核心机遇A,2022-02-25
013342.OF,工银核心机遇C,2022-02-25
013345.OF,富荣信息技术A,2021-10-28
013346.OF,富荣信息技术C,2021-10-28
013348.OF,创金合信大健康A,2022-01-26
013349.OF,创金合信大健康C,2022-01-26
013356.OF,大摩沪港深精选A,2021-11-23
013357.OF,大摩沪港深精选C,2021-11-23
013358.OF,上银高质量优选9个月持有A,2021-11-03
013359.OF,上银高质量优选9个月持有C,2021-11-03
013365.OF,汇添富产业升级A,2021-10-29
013366.OF,汇添富产业升级C,2021-10-29
013367.OF,汇添富多元价值发现A,2022-04-29
013368.OF,汇添富多元价值发现C,2022-04-29
013369.OF,汇添富自主核心科技一年持有A,2022-02-21
013370.OF,汇添富自主核心科技一年持有C,2022-02-21
013371.OF,民生加银新能源智选A,2021-09-28
013372.OF,民生加银新能源智选C,2021-09-28
013383.OF,恒生前海高端制造A,2022-06-29
013384.OF,恒生前海高端制造C,2022-06-29
013385.OF,信澳优势价值A,2021-12-03
013386.OF,信澳优势价值C,2021-12-03
013387.OF,长城价值领航A,2021-12-28
013388.OF,长城价值领航C,2021-12-28
013389.OF,华夏成长先锋一年持有A,2021-11-16
013390.OF,华夏成长先锋一年持有C,2021-11-16
013392.OF,广发港股通优质增长C,2021-08-19
013393.OF,信澳价值精选A,2021-10-26
013394.OF,信澳价值精选C,2021-10-26
013395.OF,华夏新能源车龙头A,2021-09-15
013396.OF,华夏新能源车龙头C,2021-09-15
013417.OF,博时核心资产精选A,2021-09-17
013418.OF,博时核心资产精选C,2021-09-17
013422.OF,太平智行三个月定开,2021-08-25
013426.OF,贝莱德中国新视野A,2021-09-07
013427.OF,贝莱德中国新视野C,2021-09-07
013430.OF,交银趋势优先C,2021-08-27
013431.OF,华泰柏瑞景气汇选三年持有A,2022-01-10
013432.OF,华泰柏瑞景气汇选三年持有C,2022-01-10
013435.OF,大成景气精选六个月持有A,2021-10-28
013436.OF,大成景气精选六个月持有C,2021-10-28
013439.OF,嘉实产业优势A,2022-01-25
013440.OF,嘉实产业优势C,2022-01-25
013441.OF,东财创新医疗六个月定开,2021-09-07
013450.OF,博时凤凰领航A,2021-09-22
013451.OF,博时凤凰领航C,2021-09-22
013461.OF,鹏扬成长先锋A,2021-11-02
013462.OF,鹏扬成长先锋C,2021-11-02
013463.OF,大成致远优势一年持有A,2021-11-26
013464.OF,大成致远优势一年持有C,2021-11-26
013469.OF,泰信低碳经济A,2021-11-03
013470.OF,泰信低碳经济C,2021-11-03
013483.OF,华安医疗创新C,2021-09-06
013485.OF,尚正竞争优势A,2021-11-02
013486.OF,尚正竞争优势C,2021-11-02
013495.OF,信澳产业优选一年持有A,2022-03-11
013496.OF,信澳产业优选一年持有C,2022-03-11
013504.OF,华安双核驱动C,2021-09-06
013506.OF,华安研究精选C,2021-09-06
013507.OF,华安制造先锋C,2021-09-06
013513.OF,长安先进制造A,2021-10-28
013514.OF,长安先进制造C,2021-10-28
013526.OF,信诚新兴产业C,2021-08-31
013530.OF,弘毅远方国企转型C,2021-09-10
013531.OF,浙商聚潮产业成长C,2021-09-10
013533.OF,广发科技创新C,2021-09-10
013534.OF,鹏华沃鑫A,2021-12-21
013535.OF,鹏华沃鑫C,2021-12-21
013550.OF,汇添富品牌价值一年持有A,2021-12-21
013551.OF,汇添富品牌价值一年持有C,2021-12-21
013552.OF,汇添富成长领先A,2021-12-10
013553.OF,汇添富成长领先C,2021-12-10
013554.OF,信澳远见价值A,2022-05-11
013555.OF,信澳远见价值C,2022-05-11
013556.OF,信澳汇智优选一年持有A,2022-11-22
013557.OF,信澳汇智优选一年持有C,2022-11-22
013559.OF,招商均衡回报A,2021-10-29
013560.OF,招商均衡回报C,2021-10-29
013561.OF,中融匠心优选A,2021-11-02
013562.OF,中融匠心优选C,2021-11-02
013575.OF,鹏扬品质精选A,2022-03-25
013576.OF,鹏扬品质精选C,2022-03-25
013583.OF,招商品质领航A,2022-05-11
013584.OF,招商品质领航C,2022-05-11
013590.OF,南方比较优势A,2022-02-07
013591.OF,南方比较优势C,2022-02-07
013598.OF,华润元大臻选回报A,2022-02-18
013599.OF,华润元大臻选回报C,2022-02-18
013603.OF,易方达均衡优选一年持有A,2022-05-26
013604.OF,易方达均衡优选一年持有C,2022-05-26
013607.OF,广发睿恒进取一年持有A,2022-02-08
013608.OF,广发睿恒进取一年持有C,2022-02-08
013610.OF,中信保诚前瞻优势,2021-10-26
013616.OF,广发睿智两年持有A,2022-10-18
013617.OF,广发睿智两年持有C,2022-10-18
013621.OF,华安智能生活C,2021-10-18
013623.OF,湘财周期轮动一年持有,2021-11-04
013624.OF,嘉实价值创造三年持有A,2022-03-02
013625.OF,嘉实价值创造三年持有C,2022-03-02
013626.OF,华夏周期驱动A,2021-10-11
013627.OF,华夏周期驱动C,2021-10-11
013630.OF,嘉实均衡臻选一年持有A,2021-12-08
013631.OF,嘉实均衡臻选一年持有C,2021-12-08
013636.OF,国投瑞银策略回报A,2021-11-18
013637.OF,国投瑞银策略回报C,2021-11-18
013638.OF,华安逆向策略C,2021-10-18
013655.OF,华安策略优选C,2021-10-18
013659.OF,中融金融鑫选3个月持有A,2021-10-27
013660.OF,中融金融鑫选3个月持有C,2021-10-27
013661.OF,华安研究领航A,2021-11-30
013662.OF,华安研究领航C,2021-11-30
013665.OF,银河成长优选一年持有A,2021-11-25
013666.OF,银河成长优选一年持有C,2021-11-25
013674.OF,长城价值甄选一年持有A,2022-04-07
013675.OF,长城价值甄选一年持有C,2022-04-07
013680.OF,华安品质甄选A,2022-07-20
013681.OF,华安品质甄选C,2022-07-20
013686.OF,华安安信消费服务C,2021-10-18
013687.OF,平安成长龙头1年持有A,2021-11-30
013688.OF,平安成长龙头1年持有C,2021-11-30
013693.OF,博道盛兴一年持有,2022-03-08
013711.OF,广发成长新动能C,2022-11-25
013712.OF,方正富邦鑫益一年定开A,2022-04-19
013713.OF,方正富邦鑫益一年定开C,2022-04-19
013721.OF,信澳景气优选A,2021-12-21
013722.OF,信澳景气优选C,2021-12-21
013733.OF,红塔红土盛丰A,2021-12-24
013734.OF,红塔红土盛丰C,2021-12-24
013755.OF,中银证券内需增长A,2021-11-09
013756.OF,中银证券内需增长C,2021-11-09
013757.OF,泰信均衡价值A,2021-12-22
013758.OF,泰信均衡价值C,2021-12-22
013767.OF,平安价值回报A,2022-04-14
013768.OF,平安价值回报C,2022-04-14
013771.OF,中加龙头精选A,2022-02-09
013772.OF,中加龙头精选C,2022-02-09
013774.OF,易方达趋势优选A,2022-03-23
013775.OF,易方达趋势优选C,2022-03-23
013776.OF,中泰兴为价值精选A,2022-01-18
013777.OF,中泰兴为价值精选C,2022-01-18
013783.OF,兴银竞争优势A,2022-09-02
013784.OF,兴银竞争优势C,2022-09-02
013797.OF,博时优质鑫选一年持有A,2021-11-03
013798.OF,博时优质鑫选一年持有C,2021-11-03
013812.OF,景顺长城景气进取A,2021-11-23
013813.OF,景顺长城景气进取C,2021-11-23
013836.OF,博时时代消费A,2021-12-21
013837.OF,博时时代消费C,2021-12-21
013840.OF,银华集成电路A,2021-12-08
013841.OF,银华集成电路C,2021-12-08
013842.OF,银华新锐成长A,2022-03-31
013843.OF,银华新锐成长C,2022-03-31
013846.OF,上银鑫恒C,2022-01-17
013847.OF,华泰柏瑞匠心汇选A,2022-03-02
013848.OF,华泰柏瑞匠心汇选C,2022-03-02
013851.OF,中信建投低碳成长A,2021-12-13
013852.OF,中信建投低碳成长C,2021-12-13
013853.OF,大成匠心卓越三年持有A,2022-06-07
013854.OF,大成匠心卓越三年持有C,2022-06-07
013855.OF,嘉实品质发现A,2022-03-17
013856.OF,嘉实品质发现C,2022-03-17
013859.OF,宝盈品质甄选A,2021-12-28
013860.OF,宝盈品质甄选C,2021-12-28
013861.OF,泓德产业升级A,2022-02-08
013862.OF,泓德产业升级C,2022-02-08
013867.OF,汇安优势企业精选A,2021-12-14
013868.OF,汇安优势企业精选C,2021-12-14
013871.OF,招商能源转型A,2022-02-08
013872.OF,招商能源转型C,2022-02-08
013876.OF,财通资管新能源汽车A,2021-11-17
013877.OF,财通资管新能源汽车C,2021-11-17
013882.OF,交银品质升级C,2021-10-29
013883.OF,交银启明C,2021-11-12
013885.OF,交银阿尔法C,2021-11-12
013886.OF,华商新能源汽车A,2021-11-17
013887.OF,华商新能源汽车C,2021-11-17
013890.OF,国泰睿毅三年持有A,2022-03-30
013891.OF,国泰睿毅三年持有C,2022-03-30
013892.OF,上银科技驱动双周定期可赎回C,2022-01-17
013895.OF,宝盈成长精选A,2021-12-01
013896.OF,宝盈成长精选C,2021-12-01
013897.OF,德邦港股通成长精选A,2022-03-01
013898.OF,德邦港股通成长精选C,2022-03-01
013903.OF,国泰君安信息行业,2021-12-24
013910.OF,兴业兴睿两年持有A,2021-12-21
013911.OF,兴业兴睿两年持有C,2021-12-21
013914.OF,大成红利优选一年持有A,2022-11-11
013915.OF,大成红利优选一年持有C,2022-11-11
013916.OF,中融成长先锋一年持有A,2022-04-19
013917.OF,中融成长先锋一年持有C,2022-04-19
013920.OF,兴华创新医疗6个月持有A,2021-11-30
013921.OF,兴华创新医疗6个月持有C,2021-11-30
013934.OF,长江红利回报A,2021-11-10
013935.OF,长江红利回报C,2021-11-10
013936.OF,广发睿升A,2022-01-27
013937.OF,广发睿升C,2022-01-27
013939.OF,汇泉策略优选C,2021-10-29
013949.OF,交银科锐科技创新C,2021-10-29
013950.OF,交银先锋C,2021-11-05
013955.OF,广发中小盘精选C,2021-10-27
013956.OF,华商医药消费精选A,2021-12-16
013957.OF,华商医药消费精选C,2021-12-16
013958.OF,华商鑫选回报一年持有期A,2022-05-31
013959.OF,华商鑫选回报一年持有期C,2022-05-31
013960.OF,万家新机遇成长一年持有A,2021-12-07
013961.OF,万家新机遇成长一年持有C,2021-12-07
013962.OF,华夏创新视野一年持有A,2021-11-10
013963.OF,华夏创新视野一年持有C,2021-11-10
013989.OF,富国沪港深优质资产A,2022-05-17
013990.OF,富国沪港深优质资产C,2022-05-17
013991.OF,中欧港股通精选一年持有A,2021-12-08
013992.OF,中欧港股通精选一年持有C,2021-12-08
013993.OF,中欧光熠一年持有A,2022-03-02
013994.OF,中欧光熠一年持有C,2022-03-02
014007.OF,华安制造升级一年持有期A,2021-12-17
014008.OF,华安制造升级一年持有期C,2021-12-17
014011.OF,浦银安盛价值成长C,2021-11-04
014016.OF,中信建投品质优选一年持有A,2022-03-28
014017.OF,中信建投品质优选一年持有C,2022-03-28
014020.OF,诺德量化先锋一年持有A,2022-01-11
014021.OF,诺德量化先锋一年持有C,2022-01-11
014023.OF,泰达宏利景气领航两年持有,2021-11-03
014024.OF,华富卓越成长一年持有期A,2022-01-13
014025.OF,华富卓越成长一年持有期C,2022-01-13
014029.OF,浦银安盛红利精选C,2021-11-05
014030.OF,大摩健康产业C,2021-10-28
014031.OF,南方发展机遇一年持有A,2022-03-10
014032.OF,南方发展机遇一年持有C,2022-03-10
014036.OF,博时成长回报A,2021-12-03
014037.OF,博时成长回报C,2021-12-03
014038.OF,交银启诚A,2021-12-08
014039.OF,交银启诚C,2021-12-08
014040.OF,民生加银金融优选A,2022-08-02
014041.OF,民生加银金融优选C,2022-08-02
014044.OF,银华富利精选C,2021-12-01
014045.OF,银华积极成长C,2021-12-01
014049.OF,中银远见成长A,2022-05-24
014050.OF,中银远见成长C,2022-05-24
014057.OF,富国金安均衡精选A,2021-12-14
014058.OF,富国金安均衡精选C,2021-12-14
014068.OF,工银悦享A,2021-12-17
014069.OF,工银悦享C,2021-12-17
014074.OF,嘉实内需精选A,2022-01-06
014075.OF,嘉实内需精选C,2022-01-06
014080.OF,交银启汇C,2021-12-03
014103.OF,富安达成长价值一年持有A,2021-12-28
014104.OF,富安达成长价值一年持有C,2021-12-28
014107.OF,博时品质生活A,2021-12-22
014108.OF,博时品质生活C,2021-12-22
014109.OF,融通内需驱动C,2021-11-12
014114.OF,广发沪港深医药A,2021-12-29
014115.OF,广发沪港深医药C,2021-12-29
014119.OF,金鹰时代先锋A,2022-01-25
014120.OF,金鹰时代先锋C,2022-01-25
014131.OF,华泰柏瑞聚优智选一年持有A,2022-02-22
014132.OF,华泰柏瑞聚优智选一年持有C,2022-02-22
014135.OF,中欧金安量化A,2022-01-20
014136.OF,中欧金安量化C,2022-01-20
014141.OF,大成新能源A,2021-12-23
014142.OF,大成新能源C,2021-12-23
014143.OF,银河创新成长C,2021-11-22
014144.OF,长信先进装备三个月持有A,2021-11-29
014145.OF,长信先进装备三个月持有C,2021-11-29
014146.OF,景顺长城港股通数字经济主题A,2022-08-23
014147.OF,景顺长城港股通数字经济主题C,2022-08-23
014151.OF,国富鑫享价值一年封闭A,2022-05-31
014152.OF,国富鑫享价值一年封闭C,2022-05-31
014157.OF,国泰君安创新医药,2021-12-23
014162.OF,万家人工智能C,2021-11-19
014164.OF,富国融享18个月C,2021-11-24
014171.OF,富国新兴成长量化精选C,2021-12-07
014175.OF,工银价值成长A,2022-03-23
014176.OF,工银价值成长C,2022-03-23
014177.OF,华安景气驱动一年持有A,2022-03-01
014178.OF,华安景气驱动一年持有C,2022-03-01
014179.OF,中银证券远见价值A,2021-12-24
014180.OF,中银证券远见价值C,2021-12-24
014181.OF,富国大盘价值C,2021-12-02
014189.OF,南方专精特新A,2022-01-05
014190.OF,南方专精特新C,2022-01-05
014199.OF,建信沃信一年持有A,2022-01-19
014200.OF,建信沃信一年持有C,2022-01-19
014203.OF,鹏扬产业趋势一年持有A,2022-01-27
014204.OF,鹏扬产业趋势一年持有C,2022-01-27
014207.OF,华安产业精选A,2021-12-29
014208.OF,华安产业精选C,2021-12-29
014210.OF,国投瑞银竞争优势A,2022-01-18
014211.OF,国投瑞银竞争优势C,2022-01-18
014212.OF,博时研究优享A,2022-01-19
014213.OF,博时研究优享C,2022-01-19
014214.OF,光大保德信核心资产A,2022-03-29
014215.OF,光大保德信核心资产C,2022-03-29
014220.OF,恒越医疗健康精选A,2022-01-25
014221.OF,恒越医疗健康精选C,2022-01-25
014224.OF,大成聚优成长A,2022-01-19
014225.OF,大成聚优成长C,2022-01-19
014228.OF,浦银安盛品质优选A,2021-12-28
014229.OF,浦银安盛品质优选C,2021-12-28
014232.OF,博时专精特新主题A,2021-12-06
014233.OF,博时专精特新主题C,2021-12-06
014235.OF,淳厚时代优选A,2022-01-27
014236.OF,淳厚时代优选C,2022-01-27
014239.OF,国泰产业精选一年封闭C,2023-04-04
014241.OF,农银汇理均衡收益,2022-01-25
014243.OF,富国新材料新能源C,2021-12-09
014244.OF,鹏扬竞争力先锋一年持有A,2021-12-21
014245.OF,鹏扬竞争力先锋一年持有C,2021-12-21
014246.OF,大摩现代服务业A,2022-02-24
014247.OF,大摩现代服务业C,2022-02-24
014254.OF,信澳智远三年持有期A,2022-01-25
014255.OF,信澳智远三年持有期C,2022-01-25
014261.OF,上投摩根沃享远见一年持有A,2022-01-25
014262.OF,上投摩根沃享远见一年持有C,2022-01-25
014263.OF,鑫元长三角区域主题A,2022-03-30
014264.OF,鑫元长三角区域主题C,2022-03-30
014267.OF,华商竞争力优选A,2022-01-28
014268.OF,华商竞争力优选C,2022-01-28
014269.OF,嘉实北交所精选两年定开A,2021-11-23
014270.OF,嘉实北交所精选两年定开C,2021-11-23
014271.OF,大成北交所两年定开A,2021-11-23
014272.OF,大成北交所两年定开C,2021-11-23
014273.OF,广发北交所精选两年定开A,2021-11-23
014274.OF,广发北交所精选两年定开C,2021-11-23
014275.OF,易方达北交所精选两年定开A,2021-11-23
014276.OF,易方达北交所精选两年定开C,2021-11-23
014277.OF,万家北交所慧选两年定开A,2021-11-23
014278.OF,万家北交所慧选两年定开C,2021-11-23
014279.OF,汇添富北交所创新精选两年定开A,2021-11-23
014280.OF,汇添富北交所创新精选两年定开C,2021-11-23
014282.OF,中信保诚成长动力C,2021-11-25
014283.OF,华夏北交所创新中小企业精选两年定开,2021-11-23
014285.OF,鑫元健康产业A,2022-01-18
014286.OF,鑫元健康产业C,2022-01-18
014287.OF,泰康新锐成长A,2022-12-09
014292.OF,嘉实产业领先A,2021-12-23
014293.OF,嘉实产业领先C,2021-12-23
014294.OF,南方北交所精选两年定开,2021-11-23
014307.OF,嘉实多元动力A,2021-12-21
014308.OF,嘉实多元动力C,2021-12-21
014311.OF,大成优质精选A,2022-07-28
014312.OF,大成优质精选C,2022-07-28
014313.OF,鹏华创新增长一年持有A,2022-06-21
014314.OF,鹏华创新增长一年持有C,2022-06-21
014317.OF,广发价值领航一年持有A,2022-06-02
014318.OF,广发价值领航一年持有C,2022-06-02
014319.OF,德邦半导体产业A,2021-12-28
014320.OF,德邦半导体产业C,2021-12-28
014321.OF,德邦周期精选A,2021-12-29
014322.OF,德邦周期精选C,2021-12-29
014325.OF,国联安核心趋势一年持有A,2021-12-30
014326.OF,国联安核心趋势一年持有C,2021-12-30
014327.OF,格林新兴产业A,2022-03-08
014328.OF,格林新兴产业C,2022-03-08
014329.OF,中融优势产业A,2022-01-25
014330.OF,中融优势产业C,2022-01-25
014333.OF,工银优势领航A,2022-03-23
014334.OF,工银优势领航C,2022-03-23
014335.OF,信诚周期轮动C,2021-11-25
014339.OF,长江智能制造A,2021-12-29
014340.OF,长江智能制造C,2021-12-29
014346.OF,银华消费主题C,2021-12-10
014347.OF,富国趋势优先A,2022-01-25
014348.OF,富国趋势优先C,2022-01-25
014350.OF,华商卓越成长一年持有A,2022-03-01
014351.OF,华商卓越成长一年持有C,2022-03-01
014352.OF,东方创新成长A,2022-04-19
014353.OF,东方创新成长C,2022-04-19
014356.OF,长信企业成长三年持有A,2022-07-01
014357.OF,长信企业成长三年持有C,2022-07-01
014373.OF,浙商全景消费C,2021-12-21
014389.OF,华安产业动力6个月持有A,2021-12-23
014390.OF,华安产业动力6个月持有C,2021-12-23
014395.OF,中银证券成长领航A,2022-01-27
014396.OF,中银证券成长领航C,2022-01-27
014404.OF,中欧多元价值三年持有A,2022-01-26
014405.OF,中欧多元价值三年持有C,2022-01-26
014408.OF,创金合信兴选产业趋势一年封闭A,2022-08-02
014409.OF,创金合信兴选产业趋势一年封闭C,2022-08-02
014410.OF,华夏时代领航两年持有A,2022-06-14
014411.OF,华夏时代领航两年持有C,2022-06-14
014412.OF,招商核心竞争力A,2022-04-13
014413.OF,招商核心竞争力C,2022-04-13
014420.OF,中欧成长领航一年持有A,2022-01-13
014421.OF,中欧成长领航一年持有C,2022-01-13
014422.OF,弘毅远方消费升级C,2021-12-09
014423.OF,汇丰晋信研究精选,2022-01-21
014433.OF,国泰智享科技1个月滚动A,2022-07-27
014434.OF,国泰智享科技1个月滚动C,2022-07-27
014449.OF,富国融丰两年定开A,2023-03-10
014450.OF,富国融丰两年定开C,2023-03-10
014454.OF,中银双息回报C,2021-12-28
014460.OF,平安品质优选A,2021-12-29
